#Table1
fiberID,ra,dec,z_noqso,z_noqso_err,passive_logmass,starforming_logmass,pca_logmass
709,28.087547,1.194934,0.1879793,2.615391E-05,10.55,10.06,10.7409544906404
765,28.424173,0.49259382,0.4798428,0.000151316,11,10.72,11.3905473460327
821,28.539821,0.87014282,0.3794104,7.65736E-05,11.5,11.34,11.4154644763039
883,28.797503,0.2635138,0.6683995,0.0001669571,11.38,11.15,11.7456864289707
955,29.211788,0.70939147,0.5416197,0.0001639419,10.98,10.9,11.0584331161226
43,29.104364,-0.91889334,0.2473876,3.614472E-05,11.25,11.2,11.4032507288648
93,28.925762,-0.74067548,0.552208,0.0001201929,11.08,10.52,11.112235300694
140,28.824676,-0.66849929,0.352063,0.0001587478,10.2,10.26,10.4333829135576
195,28.632365,-0.1191543,0.6794302,0.000227847,11.35,11.41,11.4866895931773
249,28.291641,-0.93790581,0.2434771,5.808904E-05,10.15,9.73,10.329129413054
315,28.012704,-0.17619688,0.5319006,0.0001294449,11.05,10.55,11.1121046886983
373,27.572058,-1.0754778,0.6749755,0.0002090338,11.35,11.59,11.4332063653274
414,27.436151,-0.95273784,0.259644,5.073442E-05,11.18,10.91,11.4617741807597
474,27.278386,-0.34678136,0.5158055,0.0001246624,11.13,11.04,11.4767140978947
530,27.031304,0.047004003,0.6910479,0.0001629882,11.61,11.46,11.8059507595026
585,27.4375,1.0960788,0.702503,0.0001576103,11.59,11.81,11.5845214493165
635,27.668501,0.66086425,0.4882842,0.0002678378,11.13,11.14,11.3079863285529
695,27.93898,-0.00036287277,0.4901034,0.000102739,11.04,10.76,11.3223841274303
745,28.258803,0.9598445,0.2321811,3.579528E-05,11.4,11.37,11.4138507467869
810,28.515571,0.36519471,0.4920378,0.0001869421,11.07,10.76,11.238487438648
866,28.551657,0.61954468,0.3617486,1.797255E-05,10.28,9.19,9.21454710251055
934,28.999267,0.17838,0.5110037,9.802933E-05,8.29,7.55,12.8613178562373
45,29.061886,-0.76649449,0.6410718,0.0001764274,11.28,11.18,11.445981335899
95,28.956026,-0.7274265,0.5533494,0.0001445653,11.27,11.11,11.5887736632139
141,28.789423,-0.50975728,0.5559444,0.0001266848,11.5,11.49,11.5546058190521
196,28.572471,-0.31051798,0.2676888,2.070171E-05,9.68,8.8,8.56604811279976
251,28.330597,-0.94896353,0.2448643,2.691003E-05,11.22,10.89,11.607584842277
319,28.034558,-0.032057306,0.4568117,9.727967E-05,11.51,11.34,11.5694434999605
375,27.686815,-1.0112723,0.5585213,0.0001164332,11.59,11.75,12.0467406488024
415,27.383968,-0.94550649,0.4628154,0.0002051712,11.11,11.01,11.4331019928213
475,27.265061,-0.30817285,0.7630922,4.470386E-05,11.51,10.17,11.1666444282891
531,27.087599,0.10233264,0.562062,0.0001412407,11.11,10.6,11.3526925138431
586,27.478584,1.1870137,0.5777106,0.0001887411,11.35,11.45,11.4987058967818
637,27.551698,0.75334919,0.4849748,0.0001303019,11.12,10.81,11.2485672169132
697,28.097004,0.10090449,0.6031706,9.951108E-05,11.58,10.69,11.4702317107585
747,28.142363,1.2441438,0.1085624,9.143201E-06,10.68,10.11,10.7144967162167
811,28.55456,0.33739122,0.5300031,0.0001248956,11.53,11.31,11.868110875992
867,28.735078,0.96237184,0.380092,7.518646E-05,11.45,11.3,11.3544393799966
935,28.878914,0.54539058,0.6440511,0.0001657717,11.49,11.08,11.7150765634724
15,29.473433,-0.18651589,0.5234872,0.0002640549,11.1,10.82,11.0301352093375
65,29.072683,-0.50125205,0.5311603,0.0001053926,10.98,10.74,11.3732297676179
113,28.925362,-0.26355446,0.381961,2.252031E-05,10.65,10.43,10.2827146627533
169,28.597264,-0.95758958,0.4162545,0.0001120296,11.28,10.95,11.5232738072082
215,28.46467,-0.84482919,0.5302345,9.788045E-05,11.17,11.34,11.2343607572839
270,28.249742,-0.48089808,0.2085512,2.134065E-05,11.37,10.93,11.5761117434013
343,27.756927,-0.72380789,0.7635213,0.000275193,11.68,11.91,11.4989335522696
393,27.713785,-0.27109663,0.5284582,0.0002442335,11.25,11.24,11.264487141103
445,27.213209,-1.1902285,0.5195029,0.0001646539,11.49,11.21,11.8211866473575
494,26.660181,-0.42427885,0.08350138,1.570946E-05,10.73,10.71,11.1409532391117
557,27.313643,0.83636944,0.6765952,0.0001842894,11.45,11.49,11.676454976041
605,27.550561,0.5357278,0.486917,0.0001324074,11.14,10.84,11.2935316552757
663,27.883804,1.0910421,0.5507934,0.0001154264,11.22,10.81,11.4261722077499
721,28.260397,0.55229447,0.5147408,0.000114158,11.14,11.05,11.3098772409721
777,28.356174,0.1369036,0.1153363,5.96895E-05,9.81,9.99,9.96565320630907
833,28.554121,0.96673781,0.5740408,0.0002043553,11.18,11.16,11.354158306669
895,28.817296,0.19471449,0.6672463,0.0001536048,11.38,11.37,11.8195292563178
969,29.10559,0.4685791,0.2684685,4.463859E-05,11.14,11.14,11.4057149621949
16,29.429281,-0.179452,0.0776643,2.098841E-05,9.95,9.3,9.95898852069513
67,29.027278,-0.39716425,0.4127555,9.033189E-05,11.2,11.19,11.2172406144673
114,28.934015,-0.23835301,0.465695,0.0001183547,11.34,11.43,11.494562933105
170,28.684971,-0.86248387,0.328982,7.241819E-05,10.62,10.28,10.736930396175
218,28.528795,-0.72592919,0.4380347,3.306073E-05,11,10.38,10.9929281469813
271,28.198779,-0.35633773,0.5818026,0.0001594849,11.07,10.75,11.306581877463
345,27.784127,-0.66106508,0.5645262,0.0001247023,11.51,11.51,11.7677556485287
395,27.749318,-0.15862233,0.4252375,9.517797E-05,11.25,10.93,11.3974121271749
447,27.170135,-1.107224,0.6296577,0.000148753,11.28,11.12,11.7450434395432
495,26.935971,-0.24129561,0.4202785,0.0001706022,11.21,11.08,11.2757865330204
559,27.369342,0.87381186,0.4849834,0.0001680861,11.01,10.7,11.3848801020649
607,27.51305,0.65305375,0.4951729,0.0001866993,11.26,11.23,11.4895258265606
665,27.810862,1.0865453,0.5146764,9.509292E-05,11.3,11.1,11.3646520994516
723,28.176705,0.61021983,0.7088881,0.0002122745,11.41,11.55,11.3488066216814
778,28.431373,0.18641511,0.08076616,1.184015E-05,11.26,11.19,11.2198090326274
835,28.602445,0.81379441,0.5137415,0.0001073279,11.09,11.34,11.5583092119195
971,29.076674,0.38509775,0.3622358,7.77629E-05,11.28,10.99,11.3603931718535
13,29.399323,-0.23700839,0.5168557,0.0001300712,11.59,11.24,11.5434034752543
62,29.055334,-0.53180028,0.4209899,6.208797E-05,10.78,10.02,10.780804309732
112,28.884378,-0.27203159,0.4649146,7.089091E-05,11.32,11.48,11.6419127337285
165,28.536587,-1.0356988,0.4420273,8.420655E-05,11.19,11.21,11.3139959875843
214,28.44453,-0.81843723,0.2424115,5.283704E-05,10.27,9.91,10.3404357635882
269,28.229128,-0.43118566,0.4763218,0.0001390916,11.01,10.98,11.1181882170495
342,27.844616,-0.66522705,0.5992112,0.0001810531,11.52,11.57,11.7964356360026
391,27.611057,-0.2945629,0.5217123,0.0001453678,10.98,11.05,10.9928686391795
441,27.188109,-1.2410427,0.5551559,0.0001701151,11.21,11.2,11.5568302962347
493,26.768885,-0.31798288,0.590594,0.0002502034,11.18,10.94,11.2978861005249
553,27.291356,0.94698781,0.5902905,0.0002452987,11.14,11,11.4691837131395
603,27.632052,0.6042316,0.4861455,0.0001430367,11.21,11.12,11.1123909364833
662,28.021639,1.1622598,0.3624628,6.152193E-05,11.05,10.88,11.4239095827215
717,28.109916,0.87188338,0.4855097,0.0001518394,10.96,10.75,11.4001270270237
775,28.423362,0.083724452,0.4868011,0.0001234689,10.97,10.68,11.4341090959497
831,28.581635,0.87092143,0.5735161,0.0002239339,11.11,11.14,11.381673241558
893,28.80153,0.13574876,0.4370836,0.0002255273,11.2,10.99,11.0683488093782
968,29.18797,0.18208363,0.2164094,3.327956E-05,11.23,11.19,11.4660696281935
51,29.206288,-0.72370224,0.5519684,0.0001396694,11.18,11.31,11.5090515308548
103,28.866719,-0.55107419,0.4897948,0.0001469094,11.15,11.13,11.3615168012184
148,28.713413,-0.49728009,0.08898285,1.329969E-05,10.74,10.74,10.6345086946385
201,28.407723,-1.2101963,0.7234809,0.0001363557,11.6,11.31,11.9012225809129
261,28.149898,-0.67861689,0.5601792,0.0001305782,11.05,11.16,11.4294721490005
329,27.938171,-1.0299713,0.3370643,0.0001262987,10.81,10.93,10.9363231969182
383,27.648135,-0.71966466,0.5589346,0.0001713672,11.08,11.33,11.4803320237697
425,27.390248,-0.67719499,0.5601754,0.0001164473,11.11,11.09,11.3869992911932
481,26.781827,-0.66810416,0.7458748,0.0002077953,11.55,11.67,11.9472239808674
541,27.449795,1.2147265,0.5104896,0.0001482439,11.45,11.45,11.411107589709
593,27.418407,0.78614457,0.4857968,0.0001135243,11.21,10.97,11.4479258677602
647,27.788276,0.31456528,0.488427,6.109163E-05,11.18,10.77,11.5093368767411
707,28.165746,0.80457736,0.4573786,0.0001260395,10.98,10.89,11.3849838642054
763,28.330136,0.44208219,0.4818421,0.0001226389,10.88,10.96,11.1578591436264
817,28.494442,0.076911223,0.4834368,0.0001566487,11.21,10.88,11.459080986664
878,28.744986,0.76627024,0.1563332,2.12937E-05,11.24,11.11,11.238496594131
949,29.071437,0.72950508,0.6404634,0.000261877,11.44,11.54,11.4107712943369
19,29.324436,-0.10641737,0.5268155,0.000139293,11.16,10.82,11.1355219014222
71,29.089064,-0.30265749,0.3831082,6.321421E-05,11.32,11.06,11.4681738633662
116,29.038271,-0.17731391,0.2912994,3.476971E-05,10.41,9.74,10.2322943647741
172,28.571403,-0.83145806,0.04221449,9.91304E-06,8.49,7.5,8.22357763923719
221,28.378675,-0.60186923,0.3211646,5.995786E-05,11.36,11.49,11.0733251195634
277,28.395557,-0.086811524,0.5191457,9.248246E-05,11.05,10.64,11.2269966971362
349,27.856079,-0.57958703,0.5196468,0.0001855203,11.13,10.83,11.1479877018719
397,27.731363,-0.1241339,0.3495713,6.085053E-05,11.16,11.1,11.4295682815718
450,27.220276,-1.1319642,0.02999819,6.630631E-06,10.81,10.79,10.8221933972964
499,26.816064,-0.13874031,0.4727072,0.0001581726,11.61,11.4,11.6318029442336
563,27.447604,0.58475627,0.6011314,0.0002424712,11.52,11.58,11.3021738175885
611,27.626502,0.44749599,0.4847112,0.0001198058,10.95,10.98,11.0936298050074
667,27.855357,0.96469867,0.5078273,0.0001150098,11.17,10.9,11.4666326903971
725,28.244317,0.41938189,0.5746202,0.0001178013,11.26,11.51,11.5807929040748
781,28.3482,0.98700865,0.2556107,2.313357E-05,10.69,9.82,10.3435236028163
838,28.583255,0.92021479,0.2662077,8.939818E-05,9.97,10.11,9.59675228617562
903,28.906688,1.1280524,0.5132298,0.0001585728,11.19,10.8,11.2498415993759
981,29.357012,0.22401344,0.2163997,2.924079E-05,10.15,9.72,10.2675038727466
27,29.22391,-0.4039316,0.4304288,0.0001050932,10.79,11.04,11.0629513469758
77,29.137771,-0.17499779,0.04771163,8.176324E-06,11.18,10.97,11.1611199681065
123,28.848604,-1.0423981,0.5277386,0.0001482879,11.02,11.26,11.2342341064359
179,28.699406,-0.68442591,0.4422726,0.0001143002,11,11.05,11.1890614749718
227,28.530457,-0.24702514,0.497276,0.0001193419,10.92,11,11.4382836910081
285,28.106501,-1.1247399,0.6679158,0.0001562216,11.63,11.54,11.5702095087036
355,27.81774,-0.28401093,0.4549485,0.0001098979,10.96,10.91,11.2872198611003
401,27.532492,-1.1860052,0.5188382,0.0001234247,10.97,11,11.2217725785449
457,27.208704,-0.90756399,0.5903248,0.0001330346,11.34,10.88,11.5166569905705
512,26.949372,0.18048227,0.2042066,3.464676E-05,11.16,10.82,11.4205104570719
567,27.512363,0.50199991,0.6151074,0.0001740587,11.41,11.48,11.5519879612839
617,27.552063,0.32215281,0.4924362,0.0001328357,11.03,11.18,11.3226520651224
675,27.759049,0.85158095,0.3597837,4.878442E-05,11.18,11.12,11.3717014852009
731,28.093371,0.016279495,0.5281304,0.0001158811,11.29,10.79,11.6462463290081
786,28.337648,1.0217403,0.1309087,3.346559E-05,9.92,9.1,9.4087014909237
844,28.743859,0.55199237,0.4682371,0.0001375251,11.06,11.06,10.8373587317037
911,28.931803,0.74184074,0.6407845,0.0002125396,11.72,11.74,11.48494433616
991,29.292064,0.39396201,0.2619793,6.35425E-05,11.38,10.9,11.4117612600239
25,29.24569,-0.4730748,0.524404,0.0001496448,11.19,10.89,11.4533191056107
76,29.04188,-0.21576633,0.3005275,2.34627E-05,10.64,10.05,10.5231735594498
122,28.858341,-1.142683,0.660395,4.978581E-05,11.54,11.4,11.5002863766276
177,28.640176,-0.75581016,0.4970888,0.0001209733,11.1,11.04,11.4310798518127
225,28.482294,-0.28343744,0.5246198,0.0001544145,10.97,10.65,11.4884818460996
283,28.024071,-1.2000955,0.6719955,9.319589E-05,11.32,10.87,11.3577701447066
354,27.954376,-0.27778396,0.408172,8.48915E-05,11.24,11.31,11.518903746095
400,27.679529,-0.06088867,0.08152586,1.436649E-05,8.5,8.04,8.13932654695077
455,27.280521,-0.88905015,0.6709992,0.0001362091,11.55,11.62,11.7554133606318
509,26.79439,0.5217325,0.617205,0.0001740929,11.32,11.57,11.6989004033676
566,27.465324,0.65261832,0.563673,0.0001370237,11.28,10.7,11.5516479876824
615,27.630147,0.36610135,0.4862389,9.924433E-05,11.22,11.45,11.3278637278854
673,27.835316,0.9687288,0.7061412,0.0002017907,11.55,11.35,11.3467496898375
729,28.288429,0.36358857,0.5857326,0.0001401155,11.74,11.63,11.7906877926871
785,28.380194,1.0556307,0.7964193,5.644049E-05,11.63,11.23,11.4333708588383
843,28.584983,0.41932213,0.7248995,0.0001096967,11.49,11.17,11.3613977856148
907,28.873984,1.1665385,0.5676497,0.0002035996,11.26,11.17,11.3459452280658
989,29.303522,0.25265638,0.2517536,2.879004E-05,11.25,10.92,11.5566975417314
28,29.245161,-0.3344558,0.4301046,2.048993E-05,10.92,10.52,10.9379556195345
79,29.097309,-0.13416499,0.4234513,0.0001007678,11.29,11.14,11.2147631407715
124,28.777105,-1.0517422,0.3205501,3.758293E-05,11.42,11.38,11.456279237289
180,28.697972,-0.63663651,0.1621592,4.856339E-05,9.86,8.95,9.46472972325864
228,28.449119,-0.29475326,0.4982769,0.0001342053,10.92,10.98,11.374944812982
287,28.07015,-1.1479062,0.5960532,0.0001562274,11.09,11.27,11.5304077245528
359,27.961727,-0.065966956,0.4945467,4.6627E-05,11.2,11.11,11.4159005616821
402,27.337941,-1.2153523,0.4327813,6.944381E-05,11.35,11.32,11.7371501277667
459,27.233346,-0.83876922,0.4898434,0.0001696484,11.11,11.13,11.4283728806768
513,27.024527,0.28312508,0.4922094,0.00010501,11.34,11.06,11.7190860546543
568,27.505323,0.4757762,0.4857419,0.0001386338,11.34,10.94,11.301532323414
618,27.64485,-0.043721659,0.4795911,9.587061E-05,10.97,10.65,11.31287016836
677,27.757107,1.0816561,0.5900366,0.0001226337,11.15,11.15,11.4072340895655
732,28.208287,0.29646649,0.4938993,0.0001148805,11.23,11.31,11.484598275405
789,28.39507,0.60607043,0.6475622,0.0001723598,11.3,11.09,11.4212789072772
845,28.697133,0.3485278,0.5878325,0.0003543949,11.11,11.09,11.5605516948854
917,28.920588,0.94002984,0.4735711,0.0001606072,11.11,10.85,11.2820966971194
995,29.443565,0.27961298,0.6822526,0.0001549288,11.42,11.19,11.2458329097135
29,29.203652,-0.40710366,0.6060963,0.0001474146,11.47,11.63,11.6315194294439
81,28.981234,-1.1202074,0.5019459,8.217471E-05,11.46,11.5,11.9673138583312
125,28.840974,-0.85039236,0.4837894,0.0001061453,11.52,11.24,11.6257926748367
181,28.629585,-0.64972902,0.4343789,6.64353E-05,11.43,11.15,11.6245926962001
229,28.476251,-0.12815889,0.4724551,9.218786E-05,11.08,10.81,11.4636037514429
289,28.044683,-1.1454352,0.220785,2.428933E-05,11.26,10.78,11.4488505274494
360,27.881997,-0.081347006,0.4896403,0.0001072773,11.15,10.87,11.3019443201483
403,27.365288,-1.1923936,0.6574271,7.004018E-05,11.44,10.85,11.0752538746456
461,27.166043,-0.78483237,0.7710841,0.0001787956,11.64,11.47,11.8938347747899
515,26.52215,0.13114709,0.4793838,0.000174591,11.08,11.14,11.5800485988002
569,27.478831,0.68183353,0.4740515,0.0001733461,10.91,10.94,11.1573607801693
619,27.665004,0.038587985,0.5772487,0.0001462907,11.51,11.55,11.7396224133554
679,27.780715,0.81915782,0.5171347,0.0001630995,10.93,11.2,11.8858685890445
733,28.261234,0.26815719,0.5858203,0.0001201867,11.35,11.32,11.657455081644
791,28.393819,0.79294401,0.6470371,0.0001234114,11.38,10.79,11.2133113863529
847,28.648078,0.31985914,0.4752249,0.0001512475,11.45,11.59,11.4394797022687
919,28.990972,0.62180397,0.6429043,0.0001597099,11.35,11.49,11.5241850394959
997,29.3448,-0.01493512,0.7055037,0.0002190157,11.34,11.12,11.0384040472709
23,29.247683,-0.58574788,0.5530633,0.0001283026,11.28,11.55,11.4161962696817
75,29.113047,-0.21447438,0.4690721,0.0001298336,11.31,10.97,11.3305760629737
121,28.773974,-1.2481556,0.4975668,0.0001268955,11.18,10.9,11.3060163737973
224,28.498963,-0.6077588,0.2612728,4.312371E-05,11.06,11.23,11.1614458877593
281,27.979169,-1.2240984,0.5209327,9.081052E-05,11.27,10.86,11.418905858256
353,27.806707,-0.37232709,0.3696422,6.160527E-05,11.15,11.13,11.5102368607186
399,27.754778,-0.069918934,0.5270209,0.0001311248,11.05,10.85,11.3277483743004
453,27.341845,-0.95664805,0.5831504,0.0001739595,11.12,11.38,11.5831222530542
505,26.569902,0.11645979,0.373219,0.0001259562,11.35,11.48,11.4816283783439
565,27.47963,0.60840195,0.6023866,0.0001516813,11.15,11.31,11.3797957669158
614,27.543672,0.42201525,0.4876131,0.0001275009,11.22,10.96,11.286987322921
671,27.757967,0.97512832,0.7008078,0.0002293372,11.4,11.12,11.4069246489962
728,28.211152,0.20292766,0.4933608,9.529558E-05,11.16,11.36,11.5063506633742
784,28.413559,0.9699502,0.3800126,8.339355E-05,11.23,11.19,11.4674493594794
841,28.729965,0.58754607,0.492794,0.0001098033,11.4,11.1,11.6591369438684
906,28.777349,1.2254241,0.07990814,1.933435E-05,10.79,10.8,10.788485698853
987,29.278963,0.22285604,0.4905172,0.0001370836,10.95,11.2,11.9312528904411
17,29.335975,-0.15485893,0.4912895,9.183802E-05,11.32,11.05,11.5284055158991
69,29.096357,-0.32538962,0.5355557,0.0001705598,11.06,10.8,11.30652969121
115,29.015887,-0.063127375,0.5657831,0.0001440322,11.12,10.95,11.4380544987507
171,28.651174,-0.93062252,0.5529275,0.000139019,11.04,10.75,11.3870313353837
220,28.52824,-0.69710344,0.4268738,4.166062E-05,11.06,10.78,11.1866140258935
275,28.419503,-0.155504,0.5645883,0.000169545,11.19,10.73,11.1693793458253
347,27.850475,-0.60043857,0.4782698,0.0001811253,10.87,10.91,11.1903376884438
396,27.641563,-0.1159028,0.4864503,0.0001660825,11.17,10.81,11.2072464892408
449,27.128293,-1.0248146,0.4973112,0.0001206126,11.07,11.31,11.4836751415569
497,27.067486,-0.27031515,0.5824375,0.0001703676,11.38,11.13,11.8723575968615
561,27.483365,0.51675496,0.4863119,0.0001437812,11.17,10.86,11.4481458940427
609,27.559679,0.29347344,0.4879203,0.0001261271,11.42,11.1,11.7001757097314
666,27.946776,1.2265716,0.07970101,9.870831E-06,11.49,11.48,11.448036643822
724,28.242062,0.38693063,0.4812936,0.0001352924,11.25,11.19,11.3953649611794
779,28.461403,0.17186783,0.4614801,0.0001199523,11.23,11.15,11.3776684392942
837,28.604787,0.8994683,0.5163108,0.0001531286,11.16,11.07,11.0128263364895
899,28.828315,0.079073408,0.776518,0.0002428126,11.92,11.96,11.8604172801424
977,29.234576,0.36569514,0.4711933,8.226224E-05,11.63,11.64,11.637046594522
