#Table1
fiberID,ra,dec,z_noqso,z_noqso_err,passive_logmass
767,28.387275,0.50820926,0.4271477,0.0001105308,11.3
769,28.40001,0.33392697,0.4600856,9.361488E-05,11.26
771,28.369784,0.20436958,0.4349558,0.0001319442,11.28
773,28.306434,0.21319141,0.4939275,9.243654E-05,11.15
775,28.423362,0.083724452,0.4868011,0.0001234689,10.97
777,28.356174,0.1369036,0.1153363,5.96895E-05,9.81
778,28.431373,0.18641511,0.08076616,1.184015E-05,11.26
779,28.461403,0.17186783,0.4614801,0.0001199523,11.23
781,28.3482,0.98700865,0.2556107,2.313357E-05,10.69
783,28.341203,1.1111349,0.5773767,0.0001376709,11.21
784,28.413559,0.9699502,0.3800126,8.339355E-05,11.23
785,28.380194,1.0556307,0.7964193,5.644049E-05,11.63
786,28.337648,1.0217403,0.1309087,3.346559E-05,9.92
789,28.39507,0.60607043,0.6475622,0.0001723598,11.3
791,28.393819,0.79294401,0.6470371,0.0001234114,11.38
792,28.354404,0.7837399,0.1311335,7.140837E-05,9.29
793,28.374415,0.86936708,0.50223,0.0001445263,11.23
797,28.405212,0.70624269,0.5280195,0.0001659071,11.01
799,28.427315,0.74890684,0.2265293,3.351994E-05,11.09
801,28.489106,0.44097952,0.4585154,9.705657E-05,11.19
803,28.490863,0.36570044,0.4918697,0.0001092633,11.69
804,28.533456,0.45152772,0.5280715,0.0001838525,11.08
805,28.507321,0.58789792,0.5151135,0.0001865949,10.98
810,28.515571,0.36519471,0.4920378,0.0001869421,11.07
811,28.55456,0.33739122,0.5300031,0.0001248956,11.53
813,28.483102,0.23417854,0.611793,0.000201434,11.53
814,28.513027,0.32763365,0.178936,2.389359E-05,10.44
815,28.520594,0.25560362,0.5831999,0.0001542052,11.2
816,28.503191,0.56995997,0.9719149,4.957497E-05,11.73
817,28.494442,0.076911223,0.4834368,0.0001566487,11.21
820,28.506287,0.05034666,0.4834867,0.0001391622,11.11
821,28.539821,0.87014282,0.3794104,7.65736E-05,11.5
823,28.473745,0.91207328,0.5153993,0.0001840513,11.17
824,28.558837,1.1626251,0.1829508,1.844933E-05,11.12
827,28.435479,1.2442952,0.1650292,2.484296E-05,10.06
829,28.529278,0.90523293,0.3841984,0.00011694,11.56
831,28.581635,0.87092143,0.5735161,0.0002239339,11.11
833,28.554121,0.96673781,0.5740408,0.0002043553,11.18
835,28.602445,0.81379441,0.5137415,0.0001073279,11.09
837,28.604787,0.8994683,0.5163108,0.0001531286,11.16
838,28.583255,0.92021479,0.2662077,8.939818E-05,9.97
839,29.000118,0.73693453,0.5613384,0.00025043,11.04
841,28.729965,0.58754607,0.492794,0.0001098033,11.4
843,28.584983,0.41932213,0.7248995,0.0001096967,11.49
844,28.743859,0.55199237,0.4682371,0.0001375251,11.06
845,28.697133,0.3485278,0.5878325,0.0003543949,11.11
847,28.648078,0.31985914,0.4752249,0.0001512475,11.45
851,28.735176,0.3758019,0.6123746,0.0001631071,11.41
853,28.688252,0.21088629,0.4666722,0.0002097437,10.96
854,28.586778,0.19181443,0.4723858,0.0001591805,10.99
855,28.639264,0.015981162,0.4899544,0.0001544853,11.02
856,28.721084,0.26384372,0.6680518,0.0001427037,11.32
857,28.723884,0.17166212,0.655535,0.0001497351,11.59
858,28.584906,0.084803254,0.484193,0.0001406793,11.02
864,28.798552,1.0232405,0.2900382,7.533598E-05,9.72
866,28.551657,0.61954468,0.3617486,1.797255E-05,10.28
867,28.735078,0.96237184,0.380092,7.518646E-05,11.45
868,28.758737,0.96871973,0.7413884,6.268312E-05,11.03
871,28.633979,0.73312961,0.3332324,0.000165813,11.02
873,28.68934,0.69155437,0.3607243,7.533887E-05,11.38
874,28.660668,0.60736827,0.1337467,1.714569E-05,9.66
878,28.744986,0.76627024,0.1563332,2.12937E-05,11.24
881,28.857018,0.55379098,0.5391404,1.941746E-05,11.05
883,28.797503,0.2635138,0.6683995,0.0001669571,11.38
885,28.791511,0.35464047,0.5262623,0.0001457244,11.32
887,28.765729,0.34356329,0.5986343,9.414327E-05,11.36
889,28.871625,0.38145015,0.5360362,0.0001025856,11.25
891,28.851745,0.30782414,0.5132019,0.0001193411,10.99
893,28.80153,0.13574876,0.4370836,0.0002255273,11.2
895,28.817296,0.19471449,0.6672463,0.0001536048,11.38
897,28.788073,0.11532359,0.8678456,0.0001557003,11.81
899,28.828315,0.079073408,0.776518,0.0002428126,11.92
903,28.906688,1.1280524,0.5132298,0.0001585728,11.19
905,28.791397,1.1699991,0.8526175,9.038399E-05,11.77
906,28.777349,1.2254241,0.07990814,1.933435E-05,10.79
907,28.873984,1.1665385,0.5676497,0.0002035996,11.26
911,28.931803,0.74184074,0.6407845,0.0002125396,11.72
917,28.920588,0.94002984,0.4735711,0.0001606072,11.11
919,28.990972,0.62180397,0.6429043,0.0001597099,11.35
921,29.067268,0.33650035,0.5980601,0.0001900999,11.14
922,29.073257,0.52982532,0.5185767,0.0001374105,11.01
923,28.932815,0.57528787,0.2551247,4.695782E-05,11.23
925,28.919707,0.5137459,0.7069574,0.0002903699,11.53
927,28.986052,0.44723839,0.4904975,0.0001624983,10.96
929,29.005389,0.4420505,0.6419397,0.0001808684,11.69
931,28.883832,0.24180504,0.531909,0.0002214443,11.06
933,28.919092,0.24765705,0.5080417,0.0002704868,11.26
934,28.999267,0.17838,0.5110037,9.802933E-05,8.29
935,28.878914,0.54539058,0.6440511,0.0001657717,11.49
939,29.044109,0.015094289,0.4660451,0.0001873429,10.94
941,29.233521,0.78412452,0.4355864,7.094608E-05,11.33
946,29.058718,0.80535768,0.5011783,0.000226827,11.26
947,29.214934,0.67154849,0.4966073,0.0001467055,10.93
949,29.071437,0.72950508,0.6404634,0.000261877,11.44
953,29.079649,0.94704836,0.5455778,0.0001711974,11.35
955,29.211788,0.70939147,0.5416197,0.0001639419,10.98
957,29.191298,0.74749505,0.3898812,8.138026E-05,11.46
965,29.165925,0.29227261,0.5838328,0.0003970682,11.13
966,29.095608,0.64348263,0.3834457,0.0001136574,11.3
967,29.075468,0.49753409,0.5184695,0.0001377314,11.06
968,29.18797,0.18208363,0.2164094,3.327956E-05,11.23
969,29.10559,0.4685791,0.2684685,4.463859E-05,11.14
971,29.076674,0.38509775,0.3622358,7.77629E-05,11.28
977,29.234576,0.36569514,0.4711933,8.226224E-05,11.63
981,29.357012,0.22401344,0.2163997,2.924079E-05,10.15
985,29.344808,0.44647002,0.7406021,0.0002756716,11.75
987,29.278963,0.22285604,0.4905172,0.0001370836,10.95
989,29.303522,0.25265638,0.2517536,2.879004E-05,11.25
991,29.292064,0.39396201,0.2619793,6.35425E-05,11.38
995,29.443565,0.27961298,0.6822526,0.0001549288,11.42
997,29.3448,-0.01493512,0.7055037,0.0002190157,11.34
