UID,x[kpc/h],y[kpc/h],z[kpc/h],x_pix,y_pix,i_sector,m500c[Msol/h],r500c[kpc/h],gas_frac,star_frac,T[kev],Lx[1e44erg/s],Y500c,M_sat/M_cD,cshift[kpc],vx[km/s],vy[km/s],vz[km/s]
574,549844.75,143853.12,174239.61,14076,12701,41,109629000000000.0,711.204,0.113513,0.0263783,2.34823,1.0486799999999998,16.65849,0.373352,0.0,29.3686,587.4830000000001,-102.306
575,497070.66,126390.73,89758.56199999999,12725,13148,40,107863000000000.0,707.368,0.0902818,0.0331456,2.80163,0.807746,15.721989,0.162143,0.0,-218.675,-603.126,327.749
576,407259.28,593406.25,506732.31,10425,1192,4,96927700000000.0,682.591,0.110162,0.0373208,2.48204,1.87717,16.401363,0.146174,0.0,-258.33,-201.16299999999998,89.6992
577,313203.34,5677.207,346614.66,8018,16238,45,133849000000000.0,760.122,0.088448,0.0363376,2.8889099999999996,0.823538,17.068109,0.123261,0.0,268.245,-87.9252,-81.9766
578,523827.81,592990.81,96320.695,13409,1203,5,88076600000000.0,661.15,0.101503,0.0328103,2.26307,0.663685,13.346016,0.14406,0.0,-5.22193,261.029,143.31799999999998
579,565431.75,113372.52,470153.41,14475,13481,41,94385100000000.0,676.569,0.102705,0.0326361,2.2256400000000003,0.628335,13.590647,0.220302,0.0,-539.976,-737.1619999999999,-71.0081
580,409984.03,617539.75,268579.75,10495,574,4,99487100000000.0,688.547,0.0961955,0.0301662,2.20307,0.590563,12.823217,0.36386,0.0,270.918,189.274,177.308
581,298732.25,150247.2,229907.23,7647,12537,38,80311800000000.0,641.121,0.110928,0.0312067,2.14187,0.607036,13.385948,0.42745500000000003,0.0,-155.83700000000002,248.55200000000002,-5.87792
582,111370.17,184220.19,411134.31,2851,11667,29,115369000000000.0,723.391,0.100179,0.0364027,2.49841,0.877441,15.911048999999998,0.118851,0.0,-195.27200000000002,-76.691,140.684
583,160432.61,309159.81,54100.648,4107,8469,22,131553000000000.0,755.769,0.0935262,0.0326496,2.78979,0.945995,17.327710999999997,0.1142,0.0,-76.898,-68.2448,597.49
584,58107.816,575758.88,624132.56,1487,1644,0,106173000000000.0,703.651,0.0876835,0.0366318,2.47589,0.58303,13.423395999999999,0.0792916,0.0,44.2714,-204.386,-306.176
585,279305.25,136615.56,406149.22,7150,12886,38,101877000000000.0,694.023,0.0999664,0.03218,2.4840299999999997,0.828817,15.144465,0.14973499999999998,0.0,405.476,-239.86700000000002,-73.2661
586,448548.25,626119.94,349352.94,11482,355,4,115278000000000.0,723.209,0.100447,0.0356022,2.6644,0.902048,17.008646,0.0657433,0.0,-186.45,-200.80900000000003,-120.066
587,318476.62,339034.59,329371.41,8153,7704,24,119412000000000.0,731.766,0.0963806,0.0417384,2.72911,1.031,16.913317000000003,0.025618099999999998,0.0,9.97587,65.8513,67.1455
588,543571.25,333486.41,486669.53,13915,7846,26,139789000000000.0,771.206,0.101368,0.0383986,2.7061599999999997,13.849,18.59094,0.119689,0.0,19.1159,221.572,7.72312
589,592702.75,145655.98,444178.0,15173,12655,41,83628900000000.0,649.843,0.0955022,0.0319343,2.2448,0.470456,12.241734,0.277378,0.0,-341.11300000000006,-410.162,-186.25099999999998
590,312904.28,605639.56,170982.78,8010,879,3,98970500000000.0,687.371,0.0814884,0.0325292,2.6722799999999998,0.495611,13.152726999999999,0.0612504,0.0,237.864,-263.904,-106.95299999999999
591,17980.725,522387.19,167316.3,460,3010,7,53748800000000.0,560.787,0.0811314,0.0366707,1.6784400000000002,0.225787,6.7108605,0.115856,0.0,-183.737,-213.27,-59.6377
592,451025.03,481558.09,356197.09,11546,4056,11,134129000000000.0,760.676,0.102954,0.0323262,2.73389,1.17519,18.813163,0.101739,0.0,-395.366,69.5493,570.1619999999999
593,394113.09,263621.91,9547.2275,10089,9635,32,103143000000000.0,696.889,0.0846534,0.036555,2.6238799999999998,0.515241,13.602498,0.0499365,0.0,-401.281,595.918,-138.27
594,638546.19,376065.22,193781.8,16346,6756,20,64325200000000.0,595.398,0.0853168,0.0299418,1.9647299999999999,0.302934,8.770355499999999,0.192249,0.0,-136.66,-401.99800000000005,-35.1079
595,438200.34,362743.53,398834.72,11217,7097,25,59224200000000.0,579.222,0.0786636,0.0340603,1.82775,0.249308,7.318315400000001,0.243427,0.0,-208.958,-160.092,263.785
596,201949.42,453239.88,513668.34,5169,4781,16,33512300000000.0,479.097,0.0953176,0.0368382,1.15798,0.148352,4.6465974999999995,0.323077,0.0,183.37900000000002,-17.3395,-388.777
597,349133.31,253194.41,513709.25,8937,9902,31,116949000000000.0,726.675,0.0906187,0.0320935,3.03076,0.751822,17.538812,0.0836513,0.0,410.139,451.00199999999995,-123.46600000000001
598,13349.428,435382.28,138653.97,341,5238,14,79398300000000.0,638.676,0.0829917,0.0379482,2.22094,0.352558,10.345156,0.07002910000000001,0.0,-179.387,439.925,-474.44599999999997
599,455995.78,486388.78,572184.38,11673,3932,11,119571000000000.0,732.084,0.0958439,0.035889,2.7754,1.6235600000000001,17.112284,0.10953900000000001,0.0,-226.93200000000002,17.9127,84.1734
600,479674.16,462158.72,107180.35,12279,4552,12,132770000000000.0,758.082,0.0945657,0.0337467,2.90647,0.979502,18.309762,0.055069900000000005,0.0,-323.439,116.26100000000001,22.0044
601,20232.617,292265.94,224116.83,517,8901,21,161261000000000.0,808.836,0.108802,0.0273014,3.45287,3.01648,26.701884000000003,0.294633,0.0,88.3933,221.592,345.20599999999996
602,416798.59,434323.03,410073.62,10670,5265,18,114133000000000.0,720.801,0.0892588,0.033631,2.80098,0.703876,15.836525,0.128227,0.0,-30.4395,-103.56700000000001,-649.493
603,366099.59,200899.77,131543.81,9372,11240,32,130287000000000.0,753.333,0.10717,0.0310324,3.04517,1.30969,21.603728,0.30247199999999996,0.0,-27.8745,548.888,459.019
604,231607.27,99828.93800000001,75251.289,5929,13828,37,101178000000000.0,692.427,0.089342,0.0321334,2.45585,0.683552,13.350914999999999,0.21642399999999998,0.0,-167.373,-248.99200000000002,141.994
605,307695.12,103508.18,535746.81,7876,13734,38,94884800000000.0,677.77,0.0903393,0.0340674,2.14478,0.480388,11.539978,0.0962491,0.0,-107.04899999999999,-441.811,-295.41
606,140634.75,639727.25,488003.47,3600,6,1,110780000000000.0,713.674,0.0938684,0.0386029,2.60561,5.80127,15.339354,0.0696636,0.0,51.9805,-185.239,322.268
607,20471.537,157624.91,349491.53,524,12348,35,111747000000000.0,715.748,0.0978637,0.0327343,2.58977,0.934127,15.940767999999998,0.0552168,0.0,-221.12599999999998,89.397,303.284
608,328268.22,501762.97,463173.28,8403,3538,10,98975000000000.0,687.375,0.0926859,0.0349025,2.14404,0.618548,12.003231,0.0870319,0.0,700.445,-60.597,-323.411
609,103256.2,158418.66,291098.22,2643,12328,36,78291600000000.0,635.706,0.090589,0.0342387,2.21706,0.422977,11.219415,0.11873099999999999,0.0,-96.4063,509.66900000000004,-202.03099999999998
610,331185.25,358989.44,596468.62,8478,7193,24,121663000000000.0,736.318,0.113842,0.0276032,2.5043599999999997,1.47166,18.447599,0.26464099999999996,0.0,118.27600000000001,-168.695,111.604
611,405286.12,383289.66,326489.69,10375,6571,18,44737400000000.0,527.53,0.0899929,0.0427966,1.52768,0.210404,6.3727291,0.499279,0.0,-153.798,391.91900000000004,-205.53900000000002
612,572935.69,419310.78,555657.12,14667,5649,20,100119000000000.0,690.016,0.112425,0.0279395,2.23766,0.848921,15.253406,0.144814,0.0,-230.39,56.798,265.663
613,333831.72,255977.36,277661.59,8546,9830,31,111017000000000.0,714.186,0.105747,0.0310435,2.34917,0.985514,15.590619,0.159546,0.0,-58.3456,365.423,-138.436
614,633695.75,85488.945,392464.0,16222,14195,48,133908000000000.0,760.227,0.107366,0.0268043,2.97364,1.8964900000000002,21.329944,0.30306700000000003,0.0,-253.22400000000002,-207.956,218.593
615,464560.97,107140.45,71714.711,11892,13641,40,68218100000000.0,607.161,0.0814576,0.0379957,2.0068200000000003,0.287079,8.7225951,0.179585,0.0,-18.8281,-84.5405,12.914
616,131347.42,437210.84,167678.16,3362,5191,15,130262000000000.0,753.277,0.102719,0.0293291,2.33544,1.09614,15.879616,0.275223,0.0,-154.67,-170.19099999999997,-234.24599999999998
617,53283.918,180406.44,167117.97,1364,11765,35,139853000000000.0,771.325,0.105083,0.0297312,2.65447,1.32124,18.906913,0.295032,0.0,-579.326,474.26300000000003,-356.19599999999997
618,402222.62,195305.5,175041.14,10296,11384,32,88440100000000.0,662.065,0.104362,0.0285037,2.73831,0.887811,16.625961,0.317048,0.0,505.954,139.69799999999998,455.95
619,429513.28,552898.94,272981.12,10995,2229,4,73519200000000.0,622.522,0.114669,0.0310591,2.22054,0.617966,13.928607999999999,0.39360700000000004,0.0,-37.8955,365.81699999999995,-300.96299999999997
620,91491.289,64547.883,336748.44,2342,14731,43,119930000000000.0,732.803,0.0998341,0.0320868,2.7537599999999998,0.903142,17.703995000000003,0.14690799999999998,0.0,190.55599999999998,-200.283,-105.671
621,433413.97,302179.72,616957.62,11095,8648,25,73046700000000.0,621.168,0.0871386,0.0322738,2.2288799999999998,0.355461,10.602145,0.47199399999999997,0.0,-561.359,82.5389,-339.98699999999997
622,454938.41,589789.94,323752.94,11646,1285,4,106504000000000.0,704.36,0.0972042,0.0341404,2.41718,0.729335,14.543973999999999,0.052800099999999996,0.0,-874.675,67.6002,228.19299999999998
623,237937.86,162274.08,281265.31,6091,12229,37,116683000000000.0,726.133,0.109228,0.028141,2.5695900000000003,1.0668600000000001,17.909567000000003,0.405229,0.0,285.796,240.274,-58.2302
624,243530.88,268725.47,96935.336,6234,9504,30,120995000000000.0,734.984,0.0960252,0.0342515,2.77628,0.90265,17.217679,0.0655414,0.0,206.795,341.85699999999997,528.432
625,63874.238,379627.81,52079.082,1635,6665,14,124575000000000.0,742.145,0.104788,0.0269199,2.85565,1.13983,19.515769,0.36246300000000004,0.0,-84.0007,-259.623,55.8637
626,563736.56,488775.09,610966.44,14431,3871,13,53534500000000.0,560.047,0.0865465,0.0409015,1.54457,45.5442,6.578880000000001,0.18551199999999998,0.0,-912.666,-18.3933,290.77299999999997
627,334663.97,555889.12,74202.641,8567,2153,3,119226000000000.0,731.376,0.10078,0.0326615,2.58537,0.995849,16.745570999999998,0.21302100000000002,0.0,164.77599999999998,-267.746,228.25400000000002
628,243561.16,464539.22,148901.33,6235,4491,9,99366300000000.0,688.273,0.0853214,0.036447,2.45832,0.508875,12.686045,0.0952443,0.0,-245.55900000000003,-365.134,-330.87800000000004
629,308057.34,161701.42,525266.44,7886,12244,38,95161500000000.0,678.428,0.101799,0.0368727,2.4502599999999997,0.710615,14.870498000000001,0.09668919999999999,0.0,-488.25699999999995,-12.2489,26.1368
630,62637.309,410423.16,167049.97,1603,5877,14,133623000000000.0,759.694,0.110755,0.0283726,2.94522,2.2584299999999997,21.777045,0.0873115,0.0,-255.851,-343.772,-278.796
631,68085.156,41438.836,247706.47,1742,15323,42,104506000000000.0,699.944,0.0929945,0.0399463,2.43107,0.597507,13.905415,0.207075,0.0,-142.105,475.648,-308.711
632,253889.44,361695.19,113717.33,6499,7124,23,116678000000000.0,726.129,0.0910152,0.0350927,2.49425,0.766202,14.485391,0.305823,0.0,90.0484,182.33900000000003,88.9473
633,450998.03,417191.78,492978.62,11545,5703,18,100763000000000.0,691.493,0.0964637,0.0365064,2.4263,0.612857,14.221589000000002,0.15196700000000002,0.0,222.93099999999998,107.684,258.672
634,542565.5,228488.91,257696.23,13889,10534,33,78669100000000.0,636.716,0.0792672,0.0356276,2.23667,0.315602,9.920286599999999,0.11517899999999999,0.0,56.936,110.415,-241.967
635,558320.19,235073.62,199539.94,14292,10366,34,117799000000000.0,728.456,0.0987221,0.0349625,2.60202,3.6499099999999998,16.442713,0.07408,0.0,-554.11,359.327,119.62700000000001
636,386733.44,180007.36,239151.0,9900,11775,39,112114000000000.0,716.531,0.0989878,0.0276735,2.28083,0.766323,14.215983999999999,0.21754600000000002,0.0,445.267,-58.9309,-88.3412
637,364530.84,390687.22,639242.25,9331,6382,17,85506100000000.0,654.662,0.0894448,0.035756,2.34028,0.600694,12.041957,0.07589589999999999,0.0,190.21099999999998,-724.752,-181.49599999999998
638,398103.25,524127.41,306550.38,10191,2966,11,69278800000000.0,610.322,0.0819605,0.0363502,1.96977,0.518937,8.6579168,0.09644130000000001,0.0,249.05700000000002,-628.286,21.7558
639,210867.06,534119.0,562205.56,5398,2710,9,136727000000000.0,765.527,0.101834,0.0275635,2.45998,1.16228,16.852764,0.27857,0.0,176.699,37.3442,-3.19632
640,57972.960999999996,32578.541,201572.27,1484,15549,42,64611900000000.0,596.284,0.0983077,0.0334494,1.9861900000000001,0.388255,10.23125,0.33022399999999996,0.0,-11.0012,160.708,-60.2026
641,319185.03,582312.94,561036.12,8171,1476,3,131825000000000.0,756.282,0.104717,0.0272273,2.36943,1.4834200000000002,16.489326000000002,0.292903,0.0,435.39,394.921,-174.697
642,23370.381,515509.62,362608.97,598,3186,7,132777000000000.0,758.108,0.0978124,0.0332335,2.94774,1.23183,19.206971,0.143673,0.0,-91.4211,-582.529,538.5419999999999
643,457187.84,549565.44,138736.23,11704,2315,5,119650000000000.0,732.225,0.110233,0.0285815,2.58127,1.26621,18.309798,0.114106,0.0,-197.25099999999998,20.9688,191.87
644,498243.53,118711.66,54258.140999999996,12755,13344,40,57935200000000.0,574.988,0.111982,0.0298944,1.9149200000000002,0.432995,10.835189,0.458164,0.0,56.5528,19.5313,57.3475
645,304745.16,508038.97,417722.03,7801,3378,10,87637700000000.0,660.048,0.107272,0.0362114,2.02426,2.41209,12.595233,0.597758,0.0,440.664,-347.149,-63.6262
646,44043.176,529572.31,161084.06,1127,2826,7,114348000000000.0,721.26,0.073863,0.0332335,2.92132,0.565171,13.676282,0.107893,0.0,140.266,178.303,273.26099999999997
647,82100.562,91263.531,108372.98,2101,14047,42,128567000000000.0,749.998,0.0975095,0.0297942,2.99399,1.19076,19.240782,0.42218100000000003,0.0,11.4592,182.71599999999998,-44.4486
648,469790.75,429334.41,507197.62,12026,5393,19,58467900000000.0,576.755,0.108245,0.0391165,1.8386200000000001,0.489919,10.086605,0.324793,0.0,-125.585,109.82799999999999,-344.17900000000003
649,234480.41,475414.09,130473.36,6002,4213,9,70901700000000.0,615.056,0.0960218,0.0340577,2.1153,0.487093,10.977013000000001,0.09586449999999999,0.0,-456.17400000000004,-835.1060000000001,74.8893
650,549607.25,408116.25,554666.5,14069,5936,20,97596300000000.0,684.164,0.0952577,0.0302095,2.4012599999999997,0.585202,13.751992000000001,0.145873,0.0,-316.268,695.7869999999999,262.319
651,14276.113000000001,483383.12,403757.97,365,4009,7,80054300000000.0,640.451,0.108732,0.033393,2.08743,1.24086,12.772967,0.0990321,0.0,118.01899999999999,-1163.52,-21.1115
652,74846.391,349213.53,48711.312000000005,1916,7444,21,69537000000000.0,611.084,0.086165,0.0341646,2.1120400000000004,0.327242,9.7715032,0.085905,0.0,19.0287,71.2249,112.348
653,250487.39,378327.53,242768.52,6412,6698,16,65407900000000.0,598.736,0.0818019,0.0306257,1.95269,0.287311,8.403605,0.05850219999999999,0.0,-284.661,-390.941,-503.18300000000005
654,541069.06,342221.66,261134.03,13851,7623,26,51083100000000.0,551.367,0.103894,0.0311547,1.7515900000000002,0.312143,8.8171505,0.146643,0.0,732.221,-383.209,-37.9189
655,390350.0,313614.62,5612.0713,9992,8355,25,120706000000000.0,734.385,0.09873,0.0305498,2.6792700000000003,0.943704,17.071004000000002,0.100589,0.0,-42.598,150.224,-187.05599999999998
656,599348.44,543059.12,536018.88,15343,2481,13,136425000000000.0,764.965,0.0908553,0.0347668,3.00025,0.925198,18.324680999999998,0.043061699999999994,0.0,-36.6437,69.4468,193.933
657,399897.62,518643.34,582694.75,10237,3106,11,103001000000000.0,696.579,0.0997415,0.0328844,2.52193,0.810481,15.396531,0.530064,0.0,323.66,-132.951,-462.077
658,504836.06,16247.391000000001,607403.38,12923,15968,47,113751000000000.0,719.998,0.0921606,0.0392771,2.71988,0.769481,15.859991,0.112201,0.0,-309.207,-57.3855,-242.612
659,325532.09,426460.47,353347.59,8333,5466,17,109104000000000.0,710.08,0.0986186,0.0334272,2.7444599999999997,0.822987,16.887273999999998,0.051843600000000004,0.0,663.76,23.6162,-186.467
660,600173.12,450804.56,428723.0,15364,4843,20,96886800000000.0,682.505,0.0676988,0.0347919,2.77522,0.349296,11.268015,0.0294218,0.0,-280.807,-473.32099999999997,-230.882
661,315780.03,16744.551,425240.47,8083,15955,45,107784000000000.0,707.178,0.0957533,0.030543,2.61583,0.737931,15.565892000000002,0.0377749,0.0,451.879,56.7071,-84.738
662,240105.98,503897.75,529556.19,6146,3484,9,118225000000000.0,729.324,0.0852393,0.0314831,3.02671,0.647081,16.534660000000002,0.052978899999999995,0.0,-239.22099999999998,62.2593,267.844
663,444302.72,351525.53,45958.965,11374,7384,25,131209000000000.0,755.088,0.0924843,0.0364146,2.96327,0.921323,18.185464,0.08778789999999999,0.0,251.543,532.146,198.31400000000002
664,253664.7,386523.91,220924.5,6493,6488,16,122110000000000.0,737.214,0.0874843,0.0305425,2.92077,0.881955,16.554108,0.058228800000000004,0.0,-181.50099999999998,-370.471,219.351
665,365338.22,638845.31,353722.44,9352,29,3,62059100000000.0,588.321,0.0928168,0.0303605,1.7573400000000001,0.340501,8.4327916,0.314321,0.0,511.961,-205.43,269.611
666,190786.72,328309.97,313957.88,4884,7979,23,87771300000000.0,660.396,0.0901043,0.0307474,2.1787400000000003,0.464568,11.392247,0.0902271,0.0,-269.814,-217.085,19.2638
667,186211.23,61543.738,93375.867,4767,14808,44,70081100000000.0,612.666,0.092072,0.0307544,2.47273,0.375615,12.256694,0.466102,0.0,76.9036,41.4849,-79.7669
668,498752.62,536412.25,289675.22,12768,2651,12,101988000000000.0,694.269,0.0913792,0.0300192,2.68082,0.644133,14.945938,0.19633499999999998,0.0,-354.42,-338.085,178.65900000000002
669,250945.7,42133.496,267481.97,6424,15305,44,101172000000000.0,692.415,0.0981543,0.0260851,2.78282,0.756879,16.620120999999997,0.130141,0.0,241.769,46.9406,-267.638
670,428046.25,235782.97,153614.12,10957,10347,32,104588000000000.0,700.127,0.0992754,0.0351487,2.42795,0.820353,14.82935,0.0891432,0.0,287.133,206.986,547.631
671,96754.648,219691.86,386041.5,2476,10759,29,135735000000000.0,763.688,0.0934773,0.037105,3.08195,1.1464299999999998,19.333287,0.0625788,0.0,36.3296,169.037,-88.3762
672,213902.81,19571.172,250672.89,5475,15882,44,144407000000000.0,779.6,0.104125,0.0295451,3.16344,2.02073,22.567164000000002,0.26364099999999996,0.0,267.232,209.317,-163.326
673,350218.78,225929.48,8752.7129,8965,10600,31,96385200000000.0,681.314,0.0761887,0.0417921,2.62131,0.568936,11.957505000000001,0.101392,0.0,366.092,953.39,344.31300000000005
674,480003.03,617184.19,183817.52,12288,584,5,109794000000000.0,711.552,0.110521,0.0260637,2.87679,1.0267,19.880872,0.44841099999999995,0.0,-8.46814,-18.9365,459.405
675,538444.0,19447.701,352271.34,13784,15886,47,108153000000000.0,708.005,0.104501,0.0282054,2.16888,0.723933,14.100584,0.148953,0.0,-4.204619999999999,-188.37900000000002,602.736
676,156163.88,364354.16,225478.72,3997,7056,22,121707000000000.0,736.41,0.106197,0.038099,2.5508,5.72959,17.529822,0.25964699999999996,0.0,-41.9261,3.5011,339.82099999999997
677,623385.25,334431.94,175807.3,15958,7822,27,112010000000000.0,716.324,0.106262,0.0374319,2.45186,2.24361,16.399399,0.104525,0.0,-562.089,-51.0037,-68.0518
678,580930.38,40303.855,509844.34,14871,15352,48,76224800000000.0,630.058,0.0734523,0.0416401,2.28257,0.266717,9.2827772,0.05865019999999999,0.0,-506.805,489.785,-196.861
679,358114.47,244407.88,489014.34,9167,10127,31,56362800000000.0,569.757,0.0985692,0.0295736,1.7963200000000001,0.390252,8.864359199999999,0.13012100000000001,0.0,413.754,399.036,-263.47900000000004
680,378180.19,298629.31,624824.56,9681,8739,25,133981000000000.0,760.385,0.0798485,0.035058,3.25012,0.728637,17.340316,0.0325128,0.0,-82.901,248.43599999999998,192.30700000000002
681,446232.69,332658.53,601245.06,11423,7867,25,84761200000000.0,652.758,0.104565,0.0386068,2.13345,0.683074,12.795958,0.0915365,0.0,-432.845,262.323,-65.7308
682,53163.859000000004,41701.863,426089.06,1360,15316,42,104275000000000.0,699.418,0.0958921,0.0320671,2.43781,0.733524,14.368229000000001,0.139239,0.0,-165.11700000000002,339.908,-46.542
683,400250.09,148500.41,358394.09,10246,12582,39,86540000000000.0,657.297,0.0874732,0.0388475,2.35922,0.475407,11.919342,0.238087,0.0,511.14099999999996,-84.3496,-493.48199999999997
684,497309.91,300793.34,111188.43,12731,8683,26,143396000000000.0,777.791,0.0946049,0.0287559,2.98544,1.27911,19.304095999999998,0.35959,0.0,-527.3969999999999,520.836,391.18
685,94976.523,261313.02,53562.719000000005,2431,9694,29,100094000000000.0,689.944,0.103271,0.0323786,2.26938,1.7796,14.209419,0.143514,0.0,185.695,76.6586,236.47
686,598998.69,350761.78,489542.75,15334,7404,27,106531000000000.0,704.451,0.0889597,0.0347652,2.71227,0.578947,14.935313,0.15220899999999998,0.0,694.404,779.554,204.804
687,313097.44,64434.945,377037.41,8015,14734,45,111721000000000.0,715.705,0.10452,0.0299953,2.3084599999999997,0.875335,15.174001,0.243004,0.0,241.53,132.658,210.22
688,89557.57800000001,64948.187999999995,503371.84,2292,14721,42,112710000000000.0,717.792,0.0911929,0.0324957,2.8353099999999998,0.70395,16.309559,0.061775199999999995,0.0,-50.4524,-98.8903,139.786
689,335234.88,240105.8,116489.4,8582,10237,31,124077000000000.0,741.178,0.0960483,0.0364818,2.55768,0.86854,15.999179000000002,0.168628,0.0,-256.16200000000003,230.52599999999998,-5.48733
690,431049.16,595760.75,443053.0,11034,1132,4,114359000000000.0,721.299,0.0869775,0.0341187,2.65478,0.649866,14.634898999999999,0.0523018,0.0,69.7959,-144.159,232.104
691,316355.81,613407.25,135093.16,8098,680,3,65801700000000.0,599.927,0.0893398,0.0332173,1.97395,0.330125,9.2968448,0.315979,0.0,204.213,103.309,36.4076
692,199944.05,591360.12,156118.3,5118,1245,2,109853000000000.0,711.686,0.104978,0.0291945,2.65814,2.3048599999999997,17.45114,0.306774,0.0,82.31,-271.897,150.774
693,163688.05,237195.61,167015.91,4190,10311,29,86588800000000.0,657.412,0.0885599,0.0412849,2.27066,0.557884,11.616864999999999,0.038888,0.0,18.407,537.07,360.69
694,121393.9,427186.69,143749.83,3107,5448,15,109224000000000.0,710.328,0.0988615,0.0345359,2.28439,8.492519999999999,14.096487,0.184449,0.0,-13.6162,-32.5287,-21.804
695,266526.62,240240.58,126258.23,6823,10233,30,111906000000000.0,716.104,0.101744,0.03421,2.3616200000000003,0.802412,15.119404999999999,0.131956,0.0,211.59,209.84400000000002,214.831
696,511840.97,316566.84,137910.75,13103,8279,26,74434000000000.0,625.083,0.0827438,0.032755,2.0303299999999997,0.328468,9.228057199999999,0.110777,0.0,-472.54900000000004,-87.4883,132.654
697,125290.91,573944.44,88167.039,3207,1691,1,89695700000000.0,665.19,0.0895218,0.0334876,2.30986,0.48026,12.086724,0.118538,0.0,-26.9861,-306.62,48.9249
698,396831.91,115769.41,279360.81,10158,13420,39,97208600000000.0,683.266,0.103756,0.0308501,2.27486,0.768137,14.171241,0.400425,0.0,169.852,-183.929,-112.35700000000001
699,627035.12,528173.44,159906.7,16052,2862,13,127749000000000.0,748.402,0.109946,0.0290083,2.7561299999999997,1.53905,19.928937,0.369294,0.0,354.907,-50.9597,-226.39700000000002
700,247613.97,616525.69,557166.25,6338,600,2,55527000000000.0,566.912,0.0978258,0.0387762,1.71632,6.14837,8.364359799999999,0.073598,0.0,218.361,-128.644,-137.364
701,167051.73,431562.09,95560.29699999999,4276,5336,15,144667000000000.0,780.098,0.0943758,0.0351623,2.9896599999999998,1.21446,19.340664999999998,0.126974,0.0,289.018,6.82207,327.725
702,294768.72,269547.34,67316.266,7546,9483,31,75274600000000.0,627.435,0.0767225,0.0334881,2.2495,0.276091,9.5155462,0.0679363,0.0,451.814,451.486,558.624
703,86546.18,578001.56,376242.5,2215,1587,0,122535000000000.0,738.071,0.0906531,0.0375323,2.71585,0.906417,15.968607,0.056375,0.0,-115.291,-135.437,-27.8913
704,129603.19,354968.22,584066.62,3317,7296,22,117039000000000.0,726.887,0.0980929,0.0311584,2.64816,1.03355,16.591788,0.14716300000000002,0.0,-262.235,154.412,-280.639
705,62614.043,602501.44,557646.94,1602,959,0,59204700000000.0,579.176,0.0927875,0.0286596,1.61459,0.358959,7.6242446,0.306251,0.0,-120.59899999999999,-223.68,521.134
706,546849.75,65562.102,43495.324,13999,14705,47,127898000000000.0,748.683,0.0981482,0.0291448,2.64785,1.20423,17.098426,0.310231,0.0,-294.395,-270.068,470.066
707,79656.234,575633.56,135955.36,2039,1647,0,100703000000000.0,691.346,0.0899209,0.0373297,2.41352,0.600242,13.184873999999999,0.24512199999999998,0.0,-327.232,170.40200000000002,356.596
708,535215.19,519749.75,301185.25,13701,3078,12,115812000000000.0,724.314,0.0909322,0.033895,2.74074,0.808765,15.863517000000002,0.07782739999999999,0.0,-23.7922,-546.457,315.322
709,152981.28,121695.02,586558.0,3916,13268,36,143987000000000.0,778.846,0.0943308,0.0307679,2.9757,1.16665,19.212313,0.246218,0.0,-101.507,72.4249,464.538
711,616651.25,16216.479,64652.43,15786,15968,48,92837400000000.0,672.846,0.0957684,0.0373022,2.3348299999999997,0.765543,13.22156,0.09607260000000001,0.0,-47.4084,128.716,284.142
712,363171.81,605168.5,522338.19,9297,891,3,56871200000000.0,571.46,0.0753487,0.0383147,1.8499400000000001,0.210046,6.9995106,0.0424482,0.0,-21.8263,262.243,6.200130000000001
713,256134.47,85835.125,298784.47,6557,14186,44,107563000000000.0,706.696,0.0802863,0.0356911,2.84055,0.544338,14.162917000000002,0.0649422,0.0,394.08,-78.2492,-91.2528
714,381104.25,586999.25,120582.29,9756,1356,4,113990000000000.0,720.505,0.107063,0.0289491,2.74018,1.1592200000000001,18.574813,0.588956,0.0,308.639,-202.203,-580.751
715,108956.77,444406.03,278563.5,2789,5007,15,78928500000000.0,637.435,0.102096,0.0248796,2.2502400000000002,0.729129,12.868129,2.07973,0.0,166.75400000000002,-778.5880000000001,-982.075
716,123960.54,163622.05,423564.75,3173,12195,36,103822000000000.0,698.414,0.0864535,0.0281939,2.63511,0.560194,13.981732999999998,0.0608019,0.0,41.3665,162.156,156.514
717,58517.059,562809.81,605039.12,1498,1976,0,34330700000000.0,482.965,0.116688,0.0225788,1.48319,0.228589,7.3447939,0.288315,0.0,-342.543,556.177,37.7914
718,515887.72,376876.81,363219.72,13206,6735,19,116062000000000.0,724.844,0.100077,0.0405007,2.6036900000000003,1.10622,16.597443,0.0464258,0.0,335.353,386.413,-183.13
719,560587.62,460832.47,357983.59,14351,4586,13,107241000000000.0,705.989,0.0989503,0.0318853,2.41106,0.734715,14.80155,0.184729,0.0,21.9834,-518.4830000000001,191.717
720,494065.66,241545.47,216783.08,12648,10200,33,75588100000000.0,628.303,0.0832385,0.036068,2.16056,0.362077,9.9292181,0.140903,0.0,-120.111,111.70299999999999,262.65
721,310031.66,261133.89,482865.41,7936,9698,31,81034700000000.0,643.031,0.0928134,0.0321776,1.9538,0.785304,10.247319000000001,0.305257,0.0,-102.943,142.336,-25.4067
722,432071.09,333307.69,157987.22,11061,7851,25,120847000000000.0,734.669,0.104709,0.0294165,2.64968,0.944125,17.912114000000003,0.469484,0.0,407.224,-26.3927,-425.94800000000004
