	Cell Size	Act Cube Size	Cube Size Set	Clusters	Mass Cut	b	Hollow Depth	Slope - Vlos	Intercept - Vlos	Scatter - Vlos
0	10000	500000	500000	6080	>11.25	2	50.0	0.1988975911848282	-2.646048767281147	72.1278153661063
