	Cell Size	Act Cube Size	Cube Size Set	Clusters	Lower lim	Upper lim	Slope - Vlos	Intercept - Vlos	Scatter - Vlos
0	10000.0	500000.0	500000.0	70.0	30000000000000.01	85726188823133.88	1.4060206070495918	109.63526384575069	68.17174025678588
1	10000.0	500000.0	500000.0	70.0	85726188823133.88	244965981671320.97	1.6885856319326389	101.77172637737168	75.44805637837956
2	10000.0	500000.0	500000.0	70.0	244965981671320.97	700000000000000.1	1.8373153216295546	169.6889365018299	98.64041648164645
3	10000.0	500000.0	500000.0	6078.0	30000000000000.0	700000000000000.0	1.496421462710344	129.70066437211963	8.687684536346513
